Kind,Name,File,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountPath,CountPathLog,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxInheritanceTree,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
Unknown Class,"BaseHandler",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.00",,,,
Unknown Class,"BaseHandler",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.00",,,,
Unknown Class,"BaseHandler",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.00",,,,
Module File,"D:\thesis2\real 106 project\Sick-Beard\SickBeard.py",D:\thesis2\real 106 project\Sick-Beard\SickBeard.py,13,13,14,6,69,15,54,15,,,,,0,5,,4,,,,,403,80,249,44,228,82,15,1,230,42,209,8,8,8,5,45,45,51,20,,3,"0.33",65,65,72,30
Module File,"D:\thesis2\real 106 project\Sick-Beard\autoProcessTV\autoProcessTV.py",D:\thesis2\real 106 project\Sick-Beard\autoProcessTV\autoProcessTV.py,7,7,7,2,38,12,37,2,,,,,1,3,,2,,,,,158,36,96,32,83,26,16,1,91,31,78,5,5,6,1,14,14,14,4,,4,"0.27",21,21,22,6
Module File,"D:\thesis2\real 106 project\Sick-Beard\autoProcessTV\hellaToSickBeard.py",D:\thesis2\real 106 project\Sick-Beard\autoProcessTV\hellaToSickBeard.py,3,3,3,3,9,0,0,0,,,,,0,1,,0,,,,,34,5,11,2,9,18,3,0,10,2,8,3,3,3,3,3,3,3,3,,1,"1.64",3,3,3,3
Module File,"D:\thesis2\real 106 project\Sick-Beard\autoProcessTV\sabToSickBeard.py",D:\thesis2\real 106 project\Sick-Beard\autoProcessTV\sabToSickBeard.py,9,9,9,3,16,0,0,0,,,,,0,1,,0,,,,,60,14,18,9,16,28,3,0,17,9,15,9,9,9,3,9,9,9,3,,1,"1.56",9,9,9,3
File,"D:\thesis2\real 106 project\Sick-Beard\cherrypy\__init__.py",D:\thesis2\real 106 project\Sick-Beard\cherrypy\__init__.py,2,2,2,1,14,1,7,4,,,,,6,27,,26,,,,,573,122,267,102,214,184,8,1,243,102,190,4,4,4,1,22,22,25,5,,4,"0.69",71,71,76,35
Module File,"D:\thesis2\real 106 project\Sick-Beard\cherrypy\_cpchecker.py",D:\thesis2\real 106 project\Sick-Beard\cherrypy\_cpchecker.py,5,5,5,2,14,0,13,0,,,,,1,17,,17,,,,,322,47,248,72,226,27,0,0,188,72,166,0,0,0,0,14,14,15,5,,7,"0.11",90,90,98,39
Module File,"D:\thesis2\real 106 project\Sick-Beard\cherrypy\_cpconfig.py",D:\thesis2\real 106 project\Sick-Beard\cherrypy\_cpconfig.py,4,4,4,2,17,0,11,1,,,,,1,9,,8,,,,,269,44,135,21,122,90,2,0,82,20,69,2,2,2,1,13,13,15,12,,3,"0.67",37,37,40,22
Module File,"D:\thesis2\real 106 project\Sick-Beard\cherrypy\_cpdispatch.py",D:\thesis2\real 106 project\Sick-Beard\cherrypy\_cpdispatch.py,4,4,4,1,24,3,15,6,,,,,5,21,,20,,,,,568,103,308,113,277,157,2,0,289,110,258,2,2,2,1,24,24,31,9,,3,"0.51",92,92,104,37
Module File,"D:\thesis2\real 106 project\Sick-Beard\cherrypy\_cperror.py",D:\thesis2\real 106 project\Sick-Beard\cherrypy\_cperror.py,3,3,3,1,21,2,12,6,,,,,6,15,,14,,,,,396,76,217,73,183,103,1,0,168,70,134,1,1,1,1,12,12,13,5,,3,"0.47",51,51,56,26
Module File,"D:\thesis2\real 106 project\Sick-Beard\cherrypy\_cplogging.py",D:\thesis2\real 106 project\Sick-Beard\cherrypy\_cplogging.py,2,2,2,1,8,0,7,1,,,,,2,22,,21,,,,,250,37,184,66,154,30,1,0,160,66,130,1,1,1,1,6,6,9,3,,4,"0.16",52,52,56,24
Module File,"D:\thesis2\real 106 project\Sick-Beard\cherrypy\_cpmodpy.py",D:\thesis2\real 106 project\Sick-Beard\cherrypy\_cpmodpy.py,3,3,4,2,21,2,19,1,,,,,2,11,,10,,,,,333,64,208,74,184,61,2,0,170,72,147,2,2,2,1,14,14,19,12,,8,"0.29",41,41,46,24
Module File,"D:\thesis2\real 106 project\Sick-Beard\cherrypy\_cpnative_server.py",D:\thesis2\real 106 project\Sick-Beard\cherrypy\_cpnative_server.py,4,4,6,2,30,4,32,2,,,,,2,4,,3,,,,,150,26,109,45,97,15,2,0,89,44,77,2,2,2,1,8,8,10,7,,8,"0.14",17,17,26,10
Module File,"D:\thesis2\real 106 project\Sick-Beard\cherrypy\_cpreqbody.py",D:\thesis2\real 106 project\Sick-Beard\cherrypy\_cpreqbody.py,4,4,4,2,18,1,14,2,,,,,5,31,,30,,,,,723,117,476,140,436,130,1,0,422,138,382,1,1,1,1,17,17,20,11,,6,"0.27",138,138,149,79
Module File,"D:\thesis2\real 106 project\Sick-Beard\cherrypy\_cprequest.py",D:\thesis2\real 106 project\Sick-Beard\cherrypy\_cprequest.py,3,3,3,1,15,1,10,3,,,,,5,30,,29,,,,,940,165,634,191,589,141,1,0,408,185,364,1,1,1,1,11,11,12,7,,5,"0.22",92,92,98,50
Module File,"D:\thesis2\real 106 project\Sick-Beard\cherrypy\_cpserver.py",D:\thesis2\real 106 project\Sick-Beard\cherrypy\_cpserver.py,2,2,3,1,9,0,8,0,,,,,1,8,,8,,,,,139,21,101,44,86,17,0,0,87,44,72,0,0,0,0,6,6,6,4,,2,"0.17",23,23,24,13
Module File,"D:\thesis2\real 106 project\Sick-Beard\cherrypy\_cpthreadinglocal.py",D:\thesis2\real 106 project\Sick-Beard\cherrypy\_cpthreadinglocal.py,2,2,2,1,15,1,12,2,,,,,2,7,,7,,,,,239,55,73,27,63,112,0,0,69,27,59,0,0,0,0,6,6,6,4,,3,"1.53",15,15,17,10
Module File,"D:\thesis2\real 106 project\Sick-Beard\cherrypy\_cptools.py",D:\thesis2\real 106 project\Sick-Beard\cherrypy\_cptools.py,1,1,1,1,8,0,5,1,,,,,10,38,,37,,,,,498,106,252,105,198,140,1,0,231,103,177,1,1,1,1,7,7,7,1,,3,"0.56",70,70,71,38
Module File,"D:\thesis2\real 106 project\Sick-Beard\cherrypy\_cptree.py",D:\thesis2\real 106 project\Sick-Beard\cherrypy\_cptree.py,2,2,3,1,13,1,8,2,,,,,2,14,,14,,,,,278,60,172,54,152,46,0,0,133,54,113,0,0,0,0,6,6,9,6,,2,"0.27",36,36,42,25
